adm_region,adm_provincia,adm_comuna,adm_local,lat,lon,direccion_encontrada,fuente
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ULTIMA ESPERANZA,NATALES,ESCUELA CAPITAN JUAN LADRILLERO,-51.7304511,-72.4879201,"Escuela Capitan Juan Ladrillero, 1484, Sarmiento, Endesa, Natales, Provincia de Última Esperanza, Región de Magallanes y de la Antártica Chilena, 6160534, Chile",nominatim
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ULTIMA ESPERANZA,NATALES,ESCUELA MIGUEL MONTECINOS,-49.1261887,-74.4141464,"Escuela ""Profesor Miguel S. Montecinos Contreras"", Natales, Puerto Edén, Provincia de Última Esperanza, Región de Magallanes y de la Antártica Chilena, Chile",nominatim
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ULTIMA ESPERANZA,NATALES,ESCUELA SANTIAGO BUERAS,-51.7360189,-72.4979537,"Escuela Coronel Santiago Bueras, 665, Camilo Henríquez, Costanera, Natales, Provincia de Última Esperanza, Región de Magallanes y de la Antártica Chilena, 6160000, Chile",nominatim
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ULTIMA ESPERANZA,NATALES,LICEO GABRIELA MISTRAL,-51.7242117,-72.5069895,"Liceo Gabriela Mistral, 430, Bernardo Phillipi, Nueva Patagonia, Natales, Puerto Natales, Provincia de Última Esperanza, Región de Magallanes y de la Antártica Chilena, 6160000, Chile",nominatim
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ULTIMA ESPERANZA,NATALES,LICEO LUIS CRUZ MARTINEZ,-51.7242708,-72.5051903,"Liceo Politécnico Luis Cruz Martínez, 474, Bernardo Phillipi, Nueva Patagonia, Natales, Puerto Natales, Provincia de Última Esperanza, Región de Magallanes y de la Antártica Chilena, 6160000, Chile",nominatim
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ULTIMA ESPERANZA,NATALES,POLIDEPORTIVO MUNICIPAL,-51.720081,-72.4970862,"Polideportivo Municipal, Avenida Libertad, Octavio Castro, Natales, Provincia de Última Esperanza, Región de Magallanes y de la Antártica Chilena, 6160521, Chile",nominatim
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ULTIMA ESPERANZA,TORRES DEL PAINE,ESCUELA RAMON SERRANO,-51.2554474,-72.3459533,"Escuela Hogar Municipal Fronteriza Ramon Serrano M, 251, Avenida Bernardo O'Higgins, Cerro Castillo, Torres del Paine, Provincia de Última Esperanza, Región de Magallanes y de la Antártica Chilena, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,CAMIÑA,ESCUELA CAMIÑA,-19.3118146,-69.4246451,"Escuela Básica Camiña, Eleuterio Ramírez, Alto Camiña, San Antonio, Camiña, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,COLCHANE,LICEO TECNICO PROFESIONAL COLCHANE,-19.2765214,-68.6388743,"Liceo Técnico Profesional Colchane, Avenida Teniente González, Colchane, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,HUARA,ESCUELA BASICA FRONTERIZA,-19.9243239,-69.5111694,"Escuela Basica Fronteriza, 27, Vigueras, Tarapacá, Huara, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,HUARA,ESCUELA CHIAPA,-19.5372431,-69.2070418,"Escuela Chiapa, Ariquilda, Chiapa, Huara, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,HUARA,ESCUELA DE SIBAYA,-19.995924,-69.77124169999999,"Huara, Tarapacá, Chile",google
DE TARAPACA,DEL TAMARUGAL,HUARA,ESCUELA PISAGUA,-19.5979816,-70.212512,"Escuela Pisagua, Toribio Ravinet, Pisagua, Huara, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,HUARA,LICEO DE HUARA,-19.9968416,-69.7729381,"Liceo Huara, Avenida Arturo Prat, Huara, Provincia del Tamarugal, Región de Tarapacá, 1140000, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,PICA,ESC. MATILLA DE NUEVA EXTREMADURA,-20.5128708,-69.3597946,"Bellavista, Matilla, Pica, Tarapacá, Chile",google
DE TARAPACA,DEL TAMARUGAL,PICA,ESCUELA SAN ANDRES DE PICA,-20.4901753,-69.3342509,"Escuela San Andrés de Pica, Juan Márquez, Sol de Pica, Pica, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,PICA,LICEO BICENTENARIO PADRE ALBERTO HURTADO CRUCHAGA,-20.4894651,-69.33041159999999,"1170065 Pica, Tarapacá, Chile",google
DE TARAPACA,DEL TAMARUGAL,POZO ALMONTE,ESCUELA BASICA ESTRELLA DEL SUR,-20.2621518,-69.7841119,"Escuela Básica Estrella del Sur, Estación, Pozo Almonte, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,POZO ALMONTE,ESCUELA BASICA HUATACONDO,-20.9276705,-69.0554018,"Escuela Basica Huatacondo, Obispado, Huatacondo, Pozo Almonte, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,POZO ALMONTE,ESCUELA BASICA LA TIRANA,-20.337655,-69.6553011,"Escuela Basica La Tirana, Los Algarrobos, Villa Iquique, La Tirana, Pozo Almonte, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,POZO ALMONTE,ESCUELA BASICA MAMINA,-20.0710344,-69.2176228,"Escuela Basica Mamiña, España, Mamiña, Pozo Almonte, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,POZO ALMONTE,ESCUELA BASICA POZO ALMONTE,-20.2515455,-69.7872515,"Escuela Básica Pozo Almonte, 86, La Cascada, Pozo Almonte, Provincia del Tamarugal, Región de Tarapacá, Chile",nominatim
DE TARAPACA,DEL TAMARUGAL,POZO ALMONTE,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,-20.2531641,-69.7851517,"Panamericana Norte 487, Pozo Almonte, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,ANEXO DE COLEGIO SAN ANTONIO DE MATILLA,-20.2701539,-70.1023355,"Los Kiwis 3443, 1131775 Alto Hospicio, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,C.P. ALTO HOSPICIO,-20.2747815,-70.0811824,"Avenida C, Villa Santa Rosa, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO CATOLICO NAZARET,-20.2473925,-70.0954469,"Colegio Católico Nazaret, 3965, Pasaje El Boro, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO MACAYA,-20.2784456,-70.0982974,"Colegio Macaya, 3755, Avenida La Pampa, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO MARAN-ATHA,-20.2626215,-70.0972973,"Colegio Maran-Atha, 3750, Los Álamos, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO MARISTA HERMANO FERNANDO,-20.2835467,-70.0854214,"Colegio Marista Hermano Fernando, 4201, Avenida Presidente Ricardo Lagos, Villa Santa Rosa, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO METODISTA WILLIAM TAYLOR,-20.2686746,-70.1035599,"Colegio Metodista William Taylor, 3025, Los Álamos, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO RUPANIC SCHOOL,-20.2910941,-70.103025,"Colegio Rupanic School, 4286, Suiza, Sector Población Los Ríos, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO SAGRADO CORAZON DE JESUS,-20.2794897,-70.0980968,"Colegio Sagrado Corazon De Jesus, Santa Rosa de Molle, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO SALESIANO SANTO DOMINGO SAVIO,-20.2643758,-70.0985942,"Av. Teniente Hernán Merino Correa 275, Alto Hospicio, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO SAN ANTONIO DE MATILLA,-20.2703393,-70.1024154,"Colegio San Antonio de Matilla, 3443, Los Kiwis, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO SAN PEDRO,-20.2748389,-70.0929421,"Colegio San Pedro, 4085, Avenida Los Aromos, Pozo del Carmen, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,COLEGIO SIMON BOLIVAR,-20.283594,-70.0974285,"Colegio Simón Bolívar, 4004, Pasaje Alfonsina Storni, Sector Autoconstrucción, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,LICEO ACADEMIA NACIONAL,-20.2752811,-70.0960329,"Av. Los Cóndores 3881, Alto Hospicio, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,LICEO BICENTENARIO COLEGIO NIRVANA,-20.2930253,-70.0947082,"Av. Union Europea - Av. la Pampa 4292, Alto Hospicio, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,LICEO LOS CONDORES,-20.2551057,-70.1069495,"Liceo Los Cóndores, 2510, Teniente Hernán Merino Correa, Alto Hospicio, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,ALTO HOSPICIO,LICEO SU SANTIDAD JUAN PABLO SEGUNDO,-20.2719893,-70.0949028,"El Salitre 3397, Alto Hospicio, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO ANTAMARA,-20.267371,-70.1243119,"Colegio Antamara, 2627, Cardenal José María Caro, Jardines del Sur, Iquique, Provincia de Iquique, Región de Tarapacá, 1110887, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO BAJO MOLLE,-20.2894651,-70.1269569,"Colegio Bajo Molle, km. 10, Vía Tres, Población Naval Teniente Serrano, Iquique, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO ESPAÑA,-20.2398502,-70.128725,"Colegio España, El Monte, Iquique, Provincia de Iquique, Región de Tarapacá, 1110887, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO HUANTAJAYA,-20.2203566,-70.1345761,"Colegio Huantajaya, 1224, Avenida Salvador Allende Gossens, Condominio 4 Reinas II, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO INGLES,-20.2227261,-70.1510855,"Colegio Inglés de Iquique, Avenida Arturo Prat Chacón, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO MAHATMA GANDHI,-20.2858095,-70.1255464,"Colegio Mahatma Gandhi, 5205, Vía Cinco, Villa Fray Andrés, Iquique, Provincia de Iquique, Región de Tarapacá, 1130000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO REPUBLICA DE CROACIA,-20.2272197,-70.1347488,"Colegio República de Croacia, 1890, Avenida Salvador Allende Gossens, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO REPUBLICA DE ITALIA,-20.2437719,-70.1312983,"Colegio República de Italia, 2958, Rancagua, Iquique, Provincia de Iquique, Región de Tarapacá, 1110887, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO SALESIANO DON BOSCO IQUIQUE,-20.2237579,-70.14986739999999,"Ramirez, 1101631 Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,COLEGIO SAN MARTIN,-20.210519,-70.1457392,"Colegio San Martín, Amunátegui, Población Naval Marinero Ugarte, Iquique, Provincia de Iquique, Región de Tarapacá, 1100026, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA ALMIRANTE PATRICIO LYNCH,-20.2320833,-70.1372281,"Escuela Almirante Patricio Lynch, 2408, Genaro Gallo, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA ARTISTICA VIOLETA PARRA,-20.2208443,-70.1383053,"Orella 1820, 1100000 Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA BASICA DE CHANAVAYITA,-20.2484414,-70.1352053,"Playa Chanavayita, Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA BASICA FRANCISCO FORGIONE,-20.2157216,-70.1384724,"Escuela Básica Francisco Forgione, 715, Luis Cruz Martínez, Condominio 4 Reinas II, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA CENTENARIO,-20.2132663,-70.1452759,"Escuela Centenario, 998, Serrano, Población Naval Marinero Ugarte, Iquique, Provincia de Iquique, Región de Tarapacá, 1100026, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA CHIPANA,-20.2523278,-70.125288,"Colegio Chipana, El Tamarugal, Iquique, Provincia de Iquique, Región de Tarapacá, 1110887, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA EDUARDO LLANOS,-20.2145684,-70.1358722,"Escuela Eduardo Llanos, 527, Genaro Gallo, Condominio 4 Reinas II, Iquique, Provincia de Iquique, Región de Tarapacá, 1100026, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA ESPECIAL FLOR DEL INCA,-20.2410279,-70.1394804,"Pedro Aguirre Cerda 2098, 1110762 Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA GABRIELA MISTRAL,-20.2261459,-70.14151,"Escuela Gabriela Mistral, 1525, Libertad, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA PAULA JARAQUEMADA ALQUIZAR,-20.2414367,-70.1342598,"Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA PLACIDO VILLARROEL,-20.2202524,-70.144062,"Escuela Plácido Villarroel, 1260, Arturo Fernández, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA PROFESOR MANUEL CASTRO RAMOS,-20.2453596,-70.1382434,"Escuela Profesor Manuel Castro Ramos, 2188, Manuel Castro Ramos, Iquique, Provincia de Iquique, Región de Tarapacá, 1110887, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESCUELA THILDA PORTILLO OLIVARES,-20.2357492,-70.1409772,"Escuela Thilda Portillo Olivares, 1834, Las Magnolias, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,ESTADIO TIERRA DE CAMPEONES RAMON ESTAY SAAVEDRA L1,-20.2423171,-70.1332168,"Av. Salvador Allende Gossens 2903, Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,ESTADIO TIERRA DE CAMPEONES RAMON ESTAY SAAVEDRA L2,-20.2423171,-70.1332168,"Av. Salvador Allende Gossens 2903, Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,INACAP,-20.2716032,-70.1258457,"Centro de Formación Técnica INACAP Iquique, 4310, Avenida La Tirana, Condominio Tres Mares, Iquique, Provincia de Iquique, Región de Tarapacá, 1110887, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,LICEO BICENTENARIO COLEGIO DIOCESANO OBISPO LABBE,-20.2172906,-70.1469759,"Vicente Zegers 818, 1100985 Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,LICEO BICENTENARIO SANTA MARIA,-20.221074,-70.1388078,"Luis Cruz Martínez 1315, 1101388 Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,LICEO DEPORTIVO ELENA DUVAUCHELLE CABEZON,-20.2171421,-70.15281209999999,"Aníbal Pinto 955, 1100890 Iquique, Tarapacá, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,LICEO LIBERTADOR GENERAL BERNARDO O´HIGGINS,-34.5755374,-71.0022311,"O'Higgins, Chile",google
DE TARAPACA,IQUIQUE,IQUIQUE,LICEO LUIS CRUZ MARTINEZ,-20.2418742,-70.1371148,"Liceo Luis Cruz Martínez, 2250, Anker Nielsen, Iquique, Provincia de Iquique, Región de Tarapacá, 1110887, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,LICEO MARIA AUXILIADORA,-20.2221438,-70.1484354,"Liceo María Auxiliadora, Bartolomé Vivar, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,-20.2256925,-70.1486989,"Liceo Politécnico José Gutiérrez de la Fuente, Libertad, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,LICEO PRESIDENTE ANIBAL PINTO GARMENDIA.,-20.2241878,-70.1410481,"Liceo Presidente Aníbal Pinto Garmendia, 1645, Óscar Bonilla, Condominio 4 Reinas II, Iquique, Provincia de Iquique, Región de Tarapacá, 1100000, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,UNIVERSIDAD ARTURO PRAT,-20.2440128,-70.1406094,"Universidad Arturo Prat, Benigno Posada, Iquique, Provincia de Iquique, Región de Tarapacá, 1110887, Chile",nominatim
DE TARAPACA,IQUIQUE,IQUIQUE,"UNIVERSIDAD TARAPACA, SEDE LAS ACHIRAS",-20.2334146,-70.1411796,"Av. Luis Emilio Recabarren 2477, 1113749 Iquique, Tarapacá, Chile",google
DE ÑUBLE,DIGUILLIN,BULNES,ESCUELA BASICA EDUARDO FREI MONTALVA,-36.738519,-72.3020817,"Carlos Condell, 3930252 Bulnes, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,BULNES,ESCUELA EL PALPAL DE SANTA CLARA,-36.8265591,-72.3283702,"Santa Clara, Bulnes, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,BULNES,ESCUELA EVARISTA OGALDE ORTEGA,-36.78696619999999,-72.2093163,"Kilometro 9, Sector Tres Esquinas Bulnes, 3930000 Ñuble, Bulnes, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,BULNES,LICEO BICENTENARIO SANTA CRUZ DE LARQUI,-36.7429786,-72.2990508,"Carlos Palacios 488, 3930440 Bulnes, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,BULNES,LICEO MANUEL BULNES,-36.7375205,-72.2968663,"Liceo Manuel Bulnes, Eleuterio Ramírez, Villa Las Palmeras, Villa Hanga Roa, Bulnes, Provincia de Diguillín, Región de Ñuble, 3930000, Chile",nominatim
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO CONCEPCION DE CHILLAN L1,-36.593496,-72.0882701,"José Vallejos 1028, 1054, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO CONCEPCION DE CHILLAN L2,-36.593496,-72.0882701,"José Vallejos 1028, 1054, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO COYAM,-36.6235589,-72.0868273,"Los Puelches 1551, 3811623 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO DE LA PURISIMA CONCEPCION,-36.6079315,-72.0971689,"Av. Libertad 952, 3800769 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO EVANGELICO BETANIA,-36.6187252,-72.0782455,"Cerro Negro 969, 3811276 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO HISPANO AMERICANO,-36.61268099999999,-72.09420399999999,"Av. Argentina 809, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO HISPANO AMERICANO RIO VIEJO,-36.630318,-72.092923,"Río Viejo 858, 3791498 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO PARROQUIAL SAN JOSE,-36.62104739999999,-72.07707429999999,"El Volcán 1429, 3811454 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO SAGRADO CORAZON DE JESUS,-36.6138231,-72.1169597,"Los Jesuitas 191, 3780000 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO SAN BUENAVENTURA,-36.6041897,-72.096341,"Sgto. Aldea 235, 3800623 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO SAN VICENTE DE PAUL,-36.610798,-72.10931959999999,"Claudio Arrau 962, 3800872 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO SEBASTIAN SCHOOL,-36.62093,-72.106684,"Sta. María 415, 3790315 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO SEMINARIO PADRE ALBERTO HURTADO,-36.5893075,-72.0948957,"Padre Alberto Hurtado 987, 3800050 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,COLEGIO SYDNEY COLLEGE,-36.6254031,-72.077938,"Av Alonso de Ercilla 2795, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA ARTURO MERINO BENITEZ,-36.6031316,-72.0880105,"Yungay 148, 3810232 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA ARTURO MUTIZABAL SOTOMAYOR,-36.6064786,-72.0756689,"San Bernardo 1013, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA BASICA CAPILLA COX,-36.5539273,-71.97744209999999,"Chillán, Región del Bío Bío, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA BASICA EL TEJAR,-36.6176551,-72.1200425,"Av. El Tejar 127, 3781038 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA BASICA JOSE MARIA CARO RODRIGUEZ,-36.615946,-72.1145307,"Florindo Lagos 46, 3790044 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA BASICA LA CASTILLA,-36.6117841,-72.1194994,"La Castilla 360, 3780553 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA BASICA QUINCHAMALI,-36.6056677,-72.0797637,"Quinchamalí, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA ESPECIAL DE LENGUAJE Y ESCUELA BASICA MY COLLEGE,-36.6266072,-72.0622873,"Valle del Elqui 4014, 3792407 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA EVANGELICA BETH-EL,-36.6151097,-72.07559080000001,"Av. Nueva Ote. 657, 3810900 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA GABRIELA MISTRAL,-36.6138029,-72.0889813,"Once Ote. 044, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA LAS CANOAS,-36.6245889,-72.1161927,"Las Canoas 180, 3820572 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA MARIA AMALIA SAAVEDRA MARTINEZ,-36.6098283,-72.13931819999999,"Simon Bolívar 1500, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA RAMON VINAY SEPULVEDA,-36.6269498,-72.0869711,"Villa Carlos Abel Jarpa - Humapalca 1960, 3780000 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA REPUBLICA DE ITALIA,-36.6039506,-72.11704019999999,"Av José María Sepúlveda Bustos 290, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,ESCUELA ROSITA O'HIGGINS RIQUELME,-36.62084,-72.1024511,"Rodrigo de Quiroga 176, 3790255 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,INSTITUTO INDUSTRIAL SUPERIOR DE CHILLAN,-36.5994247,-72.1074222,"Itata 101, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,INSTITUTO SANTA MARIA,-36.604109,-72.104286,"Bulnes 415, 3800608 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,INSTITUTO SUPERIOR DE COMERCIO PROFESOR FERNANDO PEREZ BECE,-36.6040472,-72.1090304,"Av. Libertad 125, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,LICEO LIBERTADOR BERNARDO O'HIGGINS RIQUELME,-36.582692,-72.1021525,"Av. Libertador Bernardo Ohiggins, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,LICEO POLIVALENTE MARTA COLVIN ANDRADE,-36.6181552,-72.0790622,"Reloncaví 1250, 3812006 Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN,LICEO REPUBLICA DE ITALIA ARTURO BONOMETTI BROGI,-36.6039506,-72.11704019999999,"Av José María Sepúlveda Bustos 290, Chillán, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN VIEJO,COLEGIO DARIO SALAS,-36.6169676,-72.131083,"Veinte de Agosto 50, Chillán Viejo, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN VIEJO,COLEGIO SAN FERNANDO CHILLAN VIEJO,-36.6295902,-72.12973099999999,"Cabildo 966, 3820589 Chillán, Chillán Viejo, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN VIEJO,COLEGIO TECNOLOGICO DARIO SALAS,-36.6169676,-72.131083,"Veinte de Agosto 50, Chillán Viejo, Ñuble, Chile",google
DE ÑUBLE,DIGUILLIN,CHILLAN VIEJO,ESCUELA BASICA RUCAPEQUEN,-36.6741941,-72.28311099999999,"N-676, Rucapequen, Chillán Viejo, Ñuble, Chile",google
