adm_region,adm_provincia,adm_comuna,adm_local,lat,lon,direccion_encontrada,fuente
METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,ESCUELA ALIANZA,-33.4149103,-70.7622543,"Escuela Alianza, 8514, La Capilla, Poblacion Alianza, Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, 8661521, Chile",nominatim
DEL MAULE,TALCA,PELARCO,ESCUELA PABLO CORREA MONTT,-35.3829638,-71.3480845,"Escuela Pablo Correa Montt, Ruta K-25, Pelarco, Provincia de Talca, Región del Maule, Chile",nominatim
METROPOLITANA DE SANTIAGO,SANTIAGO,PEDRO AGUIRRE CERDA,CENTRO EDUCATIVO REPUBLICA MEXICANA,-33.488774,-70.665251,"8460361 Santiago, Pedro Aguirre Cerda, Santiago Metropolitan Region, Chile",google
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,ESCUELA TERESA DE CALCUTA,-33.6114021,-70.9035043,"Escuela Teresa de Calcuta, 48, Central, Barrio Unión de Cooperativas, Peñaflor, Provincia de Talagante, Región Metropolitana de Santiago, 9750000, Chile",nominatim
DE VALPARAISO,LOS ANDES,CALLE LARGA,POLIDEPORTIVO MUNICIPAL CALLE LARGA,-32.8503013,-70.6194931,"Polideportivo Municipal Calle Larga, Calle Larga, Villa Los Jardines, Alto del Puerto, Calle Larga, Provincia de Los Andes, Región de Valparaíso, 2100000, Chile",nominatim
METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,LICEO PATRICIO MEKIS DE PADRE HURTADO,-33.574723,-70.8101587,"Av. Primera Transversal 2378, Padre Hurtado, Región Metropolitana, Chile",google
DE COQUIMBO,LIMARI,OVALLE,ESCUELA BASICA ARTURO ALESSANDRI PALMA,-30.6055188,-71.208972,"Benjamin Vicuña Mackenna 799, Ovalle, Coquimbo, Chile",google
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,COINCO,ESCUELA MUNICIPAL COPEQUEN,-34.2499512,-70.92658980000002,"Copequen, Coinco, O'Higgins, Chile",google
DE VALPARAISO,MARGA MARGA,QUILPUE,COLEGIO LOS LIBERTADORES L1,-33.0390972,-71.40562349999999,"Almte. Gomez Carreño 593, 2420853 Quilpué, Valparaíso, Chile",google
DE VALPARAISO,VALPARAISO,VIÑA DEL MAR,COLEGIO ANA MARIA JANER,-33.023901,-71.5276801,"Colegio Ana María Janer, 881, Las Rejas, Villa Carlos Condell, Miraflores, Viña del Mar, Provincia de Valparaíso, Región de Valparaíso, 2520534, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,C. P. ANTOFAGASTA,-23.5218993,-70.3975047,"Ruta 1, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1272110, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,C. P. FEMENINO ANTOFAGASTA,-23.6509279,-70.39750219999999,"Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO ADVENTISTA DE ANTOFAGASTA,-23.6328308,-70.3952746,"Colegio Adventista, Bellavista, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1240000, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO ANTOFAGASTA,-23.5592637,-70.3941754,"Colegio Antofagasta, Oficina Ausonia, Condominio Coigue, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1262335, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO CHAÑARES,-23.6943504,-70.4167842,"Colegio Chañares, 0501, Avenida Cerro Paranal, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271987, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO COSTA CORDILLERA,-23.681513,-70.4061509,"Colegio Costa Cordillera, 1002, Antilhue, Población Coviefi, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1270460, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO EBEN EZER,-23.5716606,-70.3837854,"Colegio Eben Ezer, 785, Vladimir Saavedra, Villa Las Palmas, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1262335, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO INGLES SAN JOSE,-23.6656159,-70.4010885,"Colegio Inglés San José, 999, Galleguillos Lorca, Barrio Gran Vía, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1270199, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO INSTITUTO SANTA MARIA,-23.6526706,-70.3951039,"Instituto Santa María Antofagasta, 941, Maipú, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271572, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO MISIONERO JOSE LANCASTER,-23.6610514,-70.3884705,"Colegio Misionero José Lancaster, 2380, Avenida Circunvalación Padre Alberto Hurtado, Campamento Franja Esperanza, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271572, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO SAN AGUSTIN,-23.5909357,-70.3957819,"Colegio San Agustín, 7, Los Pimientos, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1200000, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO SAN LUIS,-23.6511282,-70.395061,"Colegio San Luis, 866, Baquedano, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271572, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO SAN MARCOS,-23.5305306,-70.3947256,"Colegio San Marcos De Antofagasta, 13955, Miguel Rosas, Condominio Socaire, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1272110, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO SAN PATRICIO,-23.5659521,-70.393865,"Colegio San Patricio, 220, Santiago Humberstone, Condominio Santa Ana, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1262335, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO SANTA TERESITA,-23.6504884,-70.3916334,"Colegio Santa Teresita De Lisieux, 1038, Simón Bolívar, Población Matta, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271572, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COLEGIO TEC. IND. DON BOSCO ANTOFAGASTA,-23.5763804,-70.3824522,"Av. Huamachuco 9567, 1265172 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA ALCALDE MAXIMILIANO POBLETE CORTES,-23.6607031,-70.3966768,"Av. Argentina 1595, 1270053 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA ARTURO PRAT,-23.6073735,-70.3819113,"Escuela Básica Arturo Prat Chacón, El Roble, Villa Bulnes, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1241241, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA BASICA CLAUDIO MATTE PEREZ,-23.6372184,-70.38758829999999,"Llanquihue 3748, 1242671 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA BASICA ESPAÑA,-23.6197919,-70.3776062,"Escuela Básica España, Montegrande, Villa Las Condes, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1241241, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA BASICA GABRIELA MISTRAL,-23.5957828,-70.3741348,"Escuela Básica Gabriela Mistral, 1015, Juan Gutenberg, Población Balmaceda, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1200000, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA BÁSICA HÉROES DE LA CONCEPCIÓN,-23.6258471,-70.3878868,"Escuela Básica Héroes de la Concepción, Calbuco, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1241241, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA BASICA JUAN LOPEZ,-23.5691288,-70.3831008,"Escuela Basica Javiera Carrera, Mario Silva Iriarte, Condominio Tacora, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1262335, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA BASICA JUAN PABLO II,-23.583692,-70.379744,"Escuela Básica D-129 ""Juan Pablo II"", General Óscar Bonilla, Garbriela Mistral, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1262335, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA BÁSICA LA BANDERA,-23.5998195,-70.3780637,"Escuela Básica La Bandera, General Óscar Bonilla, Villa Bulnes, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1200000, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA BÁSICA PADRE GUSTAVO LE PAIGE,-23.6183541,-70.3826857,"Maullín 5800, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA BASICA PROF. ELMO FUNEZ CARRIZO,-23.5817221,-70.3777978,"Detective Solón Salas Fuentealba 1195, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA DARIO SALAS DIAZ,-23.6613526,-70.3972266,"Escuela Básica Darío Salas Díaz D-75, 1555, Avenida Argentina, Campamento Fuerza Esmeralda, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1270199, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA ECOLOGICA HUMBERTO GONZALEZ ECHEGOYEN,-23.5893892,-70.3830648,"Sgto. Manuel Silva 647, 1263128 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA ECOLOGICA PADRE ALBERTO HURTADO,-23.5884177,-70.3833499,"Escuela Ecológica Padre Alberto Hurtado, 8665, El Roble, Villa Gabriela Mistral, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1200000, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA GENERAL MANUEL BAQUEDANO,-23.6231342,-70.385444,"Escuela Básica General Manuel Baquedano, Peñuela, Villa Las Condes, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1241241, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA JAPON,-23.6260074,-70.3793035,"Escuela Básica Japón, Zeggers, Villa Las Condes, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1241241, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA JOSE PAPIC RADNIC,-23.5958238,-70.3814939,"Escuela Básica José Papic Radnic, 8055, Huamachuco, Población Victoria, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1200000, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA LAS AMERICAS PROF. JUSTO VALLADARES,-23.6056404,-70.3891259,"Av. Pedro Aguirre Cerda 7133, 1244231 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA LAS ROCAS,-23.5886825,-70.3937581,"Escuela Basica Las Rocas, 49, Los Naranjos, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1200000, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA PADRE PATRICIO CARIOLA,-23.5693099,-70.3803661,"Escuela D-136 ""Reverendo Padre Patricio Cariola"", Los Carbonatos, Condominio Tacora, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1262335, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA PRESBITERIANA,-23.6606737,-70.3883157,"Escuela Presbiteriana, 1070, Uribe, Campamento Franja Esperanza, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271572, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA REPUBLICA DE ITALIA,-23.6280601,-70.3855292,"Escuela Básica República de Italia, Osorno, Villa Las Condes, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1241241, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA REPUBLICA DEL ECUADOR,-23.6351179,-70.3950203,"Bellavista 3957, 1243158 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA ROMULO PEÑA MATURANA,-23.6440073,-70.3842926,"Escuela Romulo J. Pena Maturana, 3194, Solín Juica, Población Matta, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271572, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ESCUELA SANTIAGO AMENGUAL BALBOTÍN,-23.6282102,-70.3786865,"Pje. A, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,FUND. EDUC. COLEGIO FEMENINO MADRE DEL ROSARIO,-23.585479,-70.3795403,"Av. Bonilla 8945, 1262740 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,INACAP ANTOFAGASTA,-23.560059,-70.4001666,"Inacap, Oficina San Gregorio, Condominio Plaza Norte 6, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1262335, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,INSTITUTO CIENT. EDUC. JOSE MAZA SANCHO,-23.6509279,-70.39750219999999,"Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO ANDRES SABELLA GALVEZ,-23.6750045,-70.4099781,"José Blümell 264, 1270594 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO ARTISTICO ARMANDO CARRERA GONZALEZ,-23.667462,-70.40101,"Liceo Artistico Armando Carrera Gonzalez, 962, General José Manuel Borgoño, Campameto Familias Unidas, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1270199, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO CIENTIFICO HUMANISTA LA CHIMBA,-23.5589451,-70.3952731,"Av. Rica Aventura 11175, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO DE HOMBRES MARIO BAHAMONDE SILVA,-23.6535724,-70.3985048,"Liceo de Hombres Mario BahamonDe Silva, 2168, José Santos Ossa, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271572, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO DOMINGO HERRERA RIVERA,-23.6307433,-70.3875032,"Liceo Domingo Herrera Rivera, 4350, Llanquihue, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1241241, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO ESTUDIOS CONTABLES Y ADMINISTRATIVOS (LECYA),-23.6410718,-70.3905276,"460, - Huanchaca 442, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO EXPERIMENTAL ARTISTICO Y DE APLICACION,-23.6551588,-70.4006385,"José Santos Ossa 1930, 1271744 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO INDUSTRIAL EULOGIO GORDO MONEO,-23.6136911,-70.3829197,"Liceo Industrial Eulogio Gordo Moneo, Avenida Antonio Rendic, Villa Las Condes, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1241241, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO LA PORTADA,-23.6088558,-70.3817243,"Liceo La Portada, Caliche, Villa Bulnes, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1241241, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO MAYOR GRAL. OSCAR BONILLA B.,-23.5894635,-70.3838578,"Sgto. Manuel Silva 542, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LICEO NEW HEAVEN HIGH SCHOOL,-23.5707817,-70.3837669,"Félix García 820, 1262356 Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,THE ANTOFAGASTA BAPTIST COLLEGE,-23.5807753,-70.3896061,"The Antofagasta Baptist College, Avenida Pedro Aguirre Cerda, Villa Panorama, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1262335, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,UNIVERSIDAD CATOLICA DEL NORTE,-23.6816302,-70.4102017,"Universidad de Católica del Norte, 0610, Avenida Angamos, Barrio Gran Vía, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1270460, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,-23.7029974,-70.4222161,"Universidad de Antofagasta, Avenida Universidad de Antofagasta, Jardines del Sur, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, 1271987, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,MEJILLONES,COMPLEJO EDUCATIVO JUAN JOSE LATORRE,-23.1055537,-70.4407957,"Av. Serrano 1000, Mejillones, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,MEJILLONES,ESCUELA JULIA HERRERA VARAS,-23.1037253,-70.4476575,"Escuela Básica Julia Herrera Varas, 555, Avenida Bernardo O'Higgins, Campamento Villa Esfuerzo, Mejillones, Provincia de Antofagasta, Región de Antofagasta, 1310000, Chile",nominatim
DE ANTOFAGASTA,ANTOFAGASTA,SIERRA GORDA,COMPLEJO EDUCATIVO CARACOLES,-22.8914855,-69.3203707,"Eduardo Frei 256, Sierra Gorda, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,SIERRA GORDA,ESCUELA BASICA ESTACION BAQUEDANO,-22.8909304,-69.3195724,"Sierra Gorda, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,TALTAL,ESCUELA HOGAR VICTORIANO QUINTEROS,-25.4042891,-70.4734393,"Victoriano Quintero Soto, Taltal, Antofagasta, Chile",google
DE ANTOFAGASTA,ANTOFAGASTA,TALTAL,ESCUELA HUMANISTA VICTOR HUGO CARVAJAL MEZA,-25.4064379,-70.48642149999999,"Esmeralda 596, Taltal, Antofagasta, Chile",google
DE ANTOFAGASTA,EL LOA,CALAMA,C. D. P. CALAMA,-22.4594566,-68.9283864,"Av. Granaderos 2107, Calama, Antofagasta, Chile",google
DE ANTOFAGASTA,EL LOA,CALAMA,COLEGIO CALAMA,-22.4443883,-68.9292391,"Colegio Calama, 3597, Brasil, Villa Independencia Norte, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,COLEGIO PADRE ALBERTO HURTADO,-22.4687974,-68.9327806,"Colegio Padre Alberto Hurtado, Avenida Grecia, Villa Vista Hermosa, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,COLEGIO RIO LOA,-22.4584429,-68.9487957,"Colegio Río Loa, Coquimbo, Portal del Inca V, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,COLEGIO TEC. IND. DON BOSCO CALAMA,-22.4544123,-68.9218666,"Calama, Antofagasta, Chile",google
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA 21 DE MAYO,-22.4508159,-68.9321318,"Escuela Básica 21 de Mayo (F-41), 2926, Colombia, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA CLAUDIO ARRAU,-22.4494104,-68.9264324,"Escuela Básica Claudio Arrau (D-32), 3150, Almirante Latorre, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA EMILIO SOTOMAYOR,-22.4381885,-68.9222775,"Escuela Basica Emilio Sotomayor (D-45), 4073, Limón Verde, Villa Huaytiquina, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA JOHN FITZGERALD KENNEDY,-22.454567,-68.92009209999999,"Av. Chorrillos 1391, 1392181 Calama, Antofagasta, Chile",google
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA KAMAC MAYU,-22.4382447,-68.9100113,"Escuela Básica Kamac Mayu (D-126), Aymani, Villa Kamac Mayu, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA PEDRO VERGARA KELLER,-22.4420266,-68.9327744,"Escuela Basica Pedro Vergara Keller (E-42), 3686, Guatemala, Villa Independencia Norte, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA REPUBLICA DE BOLIVIA,-22.4626303,-68.9284906,"Escuela Básica República de Bolivia (D-37), 2254, Emilio Sotomayor, Villa Covadonga, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA REPUBLICA DE CHILE,-22.4437109,-68.9072677,"Escuela Básica República de Chile (D-54), 4263, El Litio, Villa Kamac Mayu, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA REPUBLICA DE GRECIA,-22.4603651,-68.9341933,"Escuela Básica República de Grecia (D-35), 2128, Avenida Grecia, Villa Vista Hermosa, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA VADO DE TOPATER,-22.476849,-68.9293074,"Escuela Básica Vado de Topater (D-49), 573, Avenida Grecia, Villa Vista Hermosa, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA BASICA VALENTIN LETELIER,-22.4626314,-68.9460514,"Escuela Basica Valentín Letelier (D-131), Pucón, Villa Los Transportistas, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,ESCUELA SAN FRANCISCO DE CHIU CHIU,-22.4544123,-68.9218666,"Calama, Antofagasta, Chile",google
DE ANTOFAGASTA,EL LOA,CALAMA,FUND. EDUC. COLEGIO CHUQUICAMATA,-22.4785226,-68.9116121,"Av. Jorge Alessandri Rodríguez 1290, 1395237 Calama, Antofagasta, Chile",google
DE ANTOFAGASTA,EL LOA,CALAMA,INSTITUTO OBISPO SILVA LEZAETA,-22.4699063,-68.9275687,"Instituto Obispo Silva Lezaeta, 1256, Avenida Libertador Bernardo O'Higgins, Gran Avenida Sur, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,LICEO DIEGO PORTALES PALAZUELOS,-22.470359,-68.9292189,"Valdivia 1201, 1394297 Calama, Antofagasta, Chile",google
DE ANTOFAGASTA,EL LOA,CALAMA,LICEO FRANCISCO DE AGUIRRE,-22.458356,-68.9316348,"Liceo Francisco de Aguirre (B-8), Aníbal Pinto, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,LICEO JORGE ALESSANDRI RODRIGUEZ,-22.4460697,-68.9280776,"Av. Granaderos 3464, 1393162 Calama, Antofagasta, Chile",google
DE ANTOFAGASTA,EL LOA,CALAMA,LICEO LUIS CRUZ MARTINEZ,-22.4551593,-68.9268207,"Liceo Luis Cruz Martínez, Hurtado de Mendoza, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,LICEO MINERO AMERICA,-22.4378704,-68.9246068,"Liceo Minero América (B-10), 4050, Riquelme, Villa Huaytiquina, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,CALAMA,LICEO POLITECNICO CESAREO AGUIRRE GOYENECHEA,-22.4580565,-68.9193508,"Liceo Bicentenario Politécnico Cesareo Aguirre Goyenechea (B-9), Avenida Matta, Calama, Provincia de El Loa, Región de Antofagasta, 1390726, Chile",nominatim
DE ANTOFAGASTA,EL LOA,OLLAGUE,ESCUELA SAN ANTONIO DE PADUA,-21.2248711,-68.2551343,"Ollagüe, Ollague, Antofagasta, Chile",google
DE ANTOFAGASTA,EL LOA,SAN PEDRO DE ATACAMA,ESCUELA SAN PEDRO DE ATACAMA,-22.9126859,-68.1971913,"Escuela Básica E-26 San Pedro De Atacama, 500, Ignacio Carrera Pinto, Población Licancabur, Solcor, San Pedro de Atacama, Provincia de El Loa, Región de Antofagasta, 1410000, Chile",nominatim
DE ANTOFAGASTA,EL LOA,SAN PEDRO DE ATACAMA,LICEO AGROPECUARIO LIKAN ANTAI,-22.9136344,-68.19174269999999,"Unnamed Road, San Pedro de Atacama, Antofagasta, Chile",google
DE ANTOFAGASTA,TOCOPILLA,MARIA ELENA,ESCUELA ARTURO PEREZ CANTO,-22.3454477,-69.66668039999999,"S.N., - C. Gabriela Mistral, María Elena, Antofagasta, Chile",google
DE ANTOFAGASTA,TOCOPILLA,MARIA ELENA,ESCUELA IGNACIO CARRERA PINTO,-22.3448948,-69.6631378,"Av. Ignacio Carrera Pinto, María Elena, Antofagasta, Chile",google
DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,C. D. P. TOCOPILLA,-22.0888423,-70.1961437,"Tocopilla, Antofagasta, Chile",google
DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,ESCUELA CARLOS CONDELL DE LA HAZA,-22.094307,-70.2045328,"Escuela Carlos Condell de la Haza, S/ N, Baquedano, Tocopilla, Provincia de Tocopilla, Región de Antofagasta, Chile",nominatim
DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,ESCUELA ESPECIAL PEDRO AGUIRRE CERDA,-22.0859885,-70.188819,"Escuela Especial Pedro Aguirre Cerda, Gómez Carreño, Villa Ayquina, Tocopilla, Provincia de Tocopilla, Región de Antofagasta, Chile",nominatim
DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,-22.1082195,-70.2102298,"Escuela Estados Unidos de Norteamerica, 0460, Pasaje Corbeta Covadonga, Caleta Boy, Tocopilla, Provincia de Tocopilla, Región de Antofagasta, Chile",nominatim
