adm_region,adm_provincia,adm_comuna,adm_local,EDUARDO ANTONIO ARTES BRICHETTI,EVELYN MATTHEI FORNET,FRANCO PARISI FERNANDEZ,HAROLD MAYNE-NICHOLLS SECUL,JEANNETTE JARA ROMAN,JOHANNES KAISER BARENTS-VON HOHENHAGEN,JOSE ANTONIO KAST RIST,MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,validamente_emitidos,votos_nulos,votos_blancos,total_votacion
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,COLEGIO FRANCISCO DE VILLAGRA L2,38,442,1287,63,1375,541,815,104,4665,141,52,4858
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SEÑORA DE LOURDES,16,482,507,65,971,429,694,31,3195,70,15,3280
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,COLEGIO INTEGRAL ALTAZOR,24,390,1357,47,1318,618,807,92,4653,146,88,4887
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,ESCUELA EMILIA LASCAR,24,626,707,78,1367,699,922,60,4483,127,40,4650
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,ESCUELA ESPECIAL NAZARETH,6,247,446,21,677,267,416,42,2122,47,12,2181
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,ESCUELA MALLOCO,36,738,903,98,1744,802,1202,77,5600,132,49,5781
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,ESCUELA REPUBLICA CHECA,36,502,593,55,1419,524,667,62,3858,79,27,3964
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,ESCUELA REPUBLICA DE ISRAEL,54,735,1492,96,2238,873,1242,93,6823,170,40,7033
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,ESCUELA ROSALINA PESCIO VARGAS,21,515,676,50,1266,591,758,74,3951,103,28,4082
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,ESCUELA SONIA PLAZA CASTRO,29,431,899,67,1427,519,677,74,4123,155,43,4321
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,ESCUELA TERESA DE CALCUTA,30,338,1059,53,1034,479,693,62,3748,92,51,3891
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,LICEO COMERCIAL REPUBLICA DE BRASIL,24,806,788,89,1603,803,1162,73,5348,146,37,5531
METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,LICEO PEÑAFLOR,22,490,482,55,1052,584,689,39,3413,65,25,3503
METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,ESCUELA ALBORADA DE TALAGANTE,52,650,1497,87,2138,876,1321,116,6737,169,63,6969
METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,ESCUELA EL ROTO CHILENO,14,738,595,58,921,725,1228,54,4333,121,51,4505
METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,ESCUELA TEGUALDA,50,563,2246,113,2010,885,1417,110,7394,213,99,7706
METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO POLITECNICO C-120 L1,41,709,1092,91,1705,881,1414,79,6012,151,56,6219
METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO POLITECNICO C-120 L2,43,682,1156,99,1685,874,1191,83,5813,183,81,6077
METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO REPUBLICA DE GRECIA,46,938,1310,88,2056,1179,1657,98,7372,221,108,7701
METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO TALAGANTE BASICA,30,679,727,72,1178,692,1201,56,4635,119,54,4808
METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO TALAGANTE MEDIA L1,46,751,1031,94,1904,1026,1415,90,6357,168,58,6583
METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO TALAGANTE MEDIA L2,45,704,1052,77,1745,898,1431,86,6038,153,81,6272
