adm_region,adm_provincia,adm_comuna,adm_local,EDUARDO ANTONIO ARTES BRICHETTI,EVELYN MATTHEI FORNET,FRANCO PARISI FERNANDEZ,HAROLD MAYNE-NICHOLLS SECUL,JEANNETTE JARA ROMAN,JOHANNES KAISER BARENTS-VON HOHENHAGEN,JOSE ANTONIO KAST RIST,MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,validamente_emitidos,votos_nulos,votos_blancos,total_votacion
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,LAS CABRAS,ESCUELA REPUBLICA DE GRECIA,10,201,267,17,443,257,534,18,1747,33,14,1794
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,LAS CABRAS,ESCUELA ROMILIO ARELLANO TRONCOSO,27,582,1282,56,1824,757,1656,79,6263,173,94,6530
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,LAS CABRAS,LICEO FRANCISCO ANTONIO ENCINA,26,517,1131,40,1273,640,1432,53,5112,158,67,5337
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COLEGIO BELLAVISTA,11,206,821,33,687,373,553,45,2729,80,28,2837
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COLEGIO COYA,11,923,311,56,637,530,1362,16,3846,37,13,3896
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COLEGIO GABRIELA MISTRAL,29,560,1872,56,1567,859,1495,92,6530,215,66,6811
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COLEGIO JUAN TACHOIRE MOENA,19,408,522,31,907,482,737,38,3144,97,13,3254
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COLEGIO LOS LLANOS,23,574,1567,58,1447,675,1196,63,5603,129,46,5778
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COLEGIO NAHUELCURA,21,996,524,118,1236,702,1444,45,5086,79,30,5195
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,COLEGIO SANTA TERESA DE LOS ANDES,31,1179,1003,161,1927,933,1714,71,7019,150,42,7211
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALI,LICEO MACHALI,22,827,743,85,1357,731,1292,52,5109,129,33,5271
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MALLOA,ESCUELA ALCIDES REYES FRIAS,24,738,1455,57,1358,883,2019,85,6619,178,105,6902
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MALLOA,ESCUELA MUNICIPAL DE PELEQUEN,22,439,1154,39,941,755,1421,44,4815,136,70,5021
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,COLEGIO ANDRES BELLO,37,563,1556,73,1659,767,1347,93,6095,168,64,6327
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,COLEGIO DEL CAMINO REAL MARIO MIRANDA PINTO,5,110,420,18,331,219,446,34,1583,30,30,1643
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,ESC. HIJOS DEL SOL,16,146,558,27,515,266,493,25,2046,111,23,2180
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,ESCUELA GABRIELA MISTRAL,41,518,1427,49,1398,703,1373,104,5613,174,73,5860
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,ESCUELA SAN FRANCISCO DE ASIS,14,115,404,16,314,271,450,14,1598,38,16,1652
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,LICEO ELVIRA SANCHEZ DE GARCES,22,399,699,31,908,549,972,54,3634,110,47,3791
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,OLIVAR,COLEGIO MARIA VILLALOBOS ARTEAGA,29,740,1092,63,1163,818,1436,72,5413,177,58,5648
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,OLIVAR,ESCUELA MUNICIPAL DE GULTRO,19,412,1530,51,1022,625,1267,63,4989,154,54,5197
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,OLIVAR,ESCUELA NUESTRA SEÑORA DE LA MERCED,7,123,364,20,349,221,390,12,1486,29,19,1534
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PEUMO,ESCUELA ANTONIO DE ZUÑIGA,45,756,1541,67,1954,708,1604,91,6766,202,104,7072
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PEUMO,ESCUELA JUAN VALDES ORTUZAR,12,162,651,19,566,252,598,36,2296,51,53,2400
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PEUMO,LICEO JEAN BUCHANAN DE LARRAIN,13,227,683,23,642,281,608,32,2509,67,42,2618
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PICHIDEGUA,CENTRO EDUCATIVO SIGLO XXI,15,230,575,22,546,382,784,40,2594,73,36,2703
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PICHIDEGUA,ESCUELA BASICA PATAGUAS CERRO,20,474,1044,43,983,662,1413,69,4708,136,68,4912
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PICHIDEGUA,ESCUELA ENRIQUE SERRANO,10,308,777,25,671,400,970,31,3192,93,49,3334
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PICHIDEGUA,LICEO LATINOAMERICANO,23,559,1236,28,1277,757,1649,85,5614,126,77,5817
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,QUINTA DE TILCOCO,ESCUELA BASICA REPUBLICA DE ITALIA,31,583,1218,74,1546,963,1964,66,6445,175,97,6717
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,QUINTA DE TILCOCO,LICEO REPUBLICA DE ITALIA,23,454,1065,45,1108,661,1465,64,4885,155,63,5103
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,C.P. RANCAGUA,0,3,1,0,2,0,7,0,13,0,0,13
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COLEGIO AURORA DE CHILE,20,542,791,42,857,401,717,29,3399,90,29,3518
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COLEGIO AYELEN,33,498,1760,65,1193,821,1398,73,5841,148,41,6030
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COLEGIO BENJAMIN VICUÑA MACKENNA,29,425,2136,61,1236,665,1173,88,5813,203,52,6068
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COLEGIO JOSE ANTONIO MANSO DE VELASCO,52,996,1068,113,2106,1049,1521,86,6991,246,50,7287
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COLEGIO LEONARDO DA VINCI,33,580,1406,84,1587,805,1460,63,6018,142,23,6183
